,cluster_kmeans
111.41.189.237,1
111.68.102.20,4
111.8.235.115,1
111.90.185.228,2
111.93.139.195,4
111.93.186.194,4
111.93.230.82,4
112.116.28.12,1
112.133.231.57,4
112.133.244.103,1
112.197.16.50,4
112.200.109.40,4
112.210.153.119,4
112.215.200.39,4
112.24.72.72,1
112.3.132.11,1
112.38.108.197,1
112.38.192.118,1
112.39.143.167,1
112.39.9.205,1
112.41.15.231,1
112.41.9.48,1
113.11.44.15,4
113.142.176.168,1
113.160.100.131,4
113.160.141.58,4
113.160.180.137,4
113.160.181.58,2
113.160.245.20,1
113.160.3.30,4
113.160.66.210,2
113.160.94.70,4
113.161.163.212,4
113.161.18.121,2
113.161.196.10,1
113.161.61.21,4
113.161.67.190,4
113.161.78.230,1
113.161.79.152,4
113.167.46.230,4
113.168.213.247,4
113.176.13.188,1
113.180.19.126,4
113.186.97.39,2
113.188.70.68,4
113.190.160.86,4
113.190.18.116,1
113.190.235.70,4
113.23.55.73,4
113.255.160.111,1
113.26.253.229,1
113.64.135.49,1
113.84.237.190,1
114.142.173.61,1
114.24.101.253,4
114.26.232.12,4
114.27.45.72,4
114.36.177.38,4
114.36.193.55,2
114.36.222.253,4
114.37.217.54,4
114.4.140.246,4
114.40.49.115,4
114.42.136.130,4
114.42.57.12,2
114.43.202.55,4
114.45.60.57,4
114.46.105.135,4
114.46.53.182,4
114.46.74.232,4
114.46.93.235,4
114.6.182.178,4
114.80.12.43,1
115.114.125.146,2
115.114.69.98,4
115.127.30.26,4
115.162.98.2,4
115.178.237.17,2
115.178.237.170,2
115.186.179.38,1
115.228.247.94,1
115.231.162.246,4
115.238.245.6,1
115.42.252.218,1
115.51.57.213,1
116.107.58.68,4
116.108.72.23,4
116.11.32.121,3
116.111.148.211,4
116.111.168.112,4
116.196.15.138,4
116.206.14.120,4
116.212.150.85,2
116.212.49.36,4
116.212.50.58,2
116.212.63.3,1
116.224.184.108,1
116.224.88.132,1
116.29.10.162,1
116.66.203.112,2
116.93.38.123,2
116.96.54.89,1
117.0.207.70,1
117.102.85.162,4
117.120.4.115,1
117.132.57.93,1
117.153.115.63,1
117.167.36.219,1
117.179.254.88,1
117.193.36.24,4
117.194.125.143,4
117.201.100.231,4
117.201.121.241,1
117.202.14.186,1
117.205.107.24,4
117.214.13.82,1
117.239.5.129,1
117.239.51.81,1
117.240.231.201,4
117.247.109.68,4
117.247.225.7,4
117.247.245.112,4
117.248.138.206,4
117.3.100.228,4
117.3.60.17,4
117.35.158.35,4
117.40.143.50,2
117.40.248.2,4
117.44.160.147,4
117.44.161.122,4
117.44.167.12,4
117.48.202.123,2
117.5.135.60,1
118.118.94.71,1
118.123.25.182,1
118.166.155.119,4
118.166.81.244,4
118.167.137.132,4
118.171.100.66,4
118.171.29.233,2
118.173.115.48,4
118.179.216.254,4
118.185.1.218,2
118.213.74.115,1
118.232.230.193,4
118.4.126.196,4
118.69.176.36,4
118.69.180.39,4
118.69.182.232,4
118.70.128.17,4
118.70.171.240,4
118.70.245.179,4
118.71.172.211,4
118.97.221.107,1
118.98.95.174,1
119.148.10.198,4
119.17.212.23,2
119.235.53.133,4
119.249.54.217,1
119.28.19.164,4
119.29.183.29,1
119.29.186.192,1
119.46.141.6,4
119.82.113.90,4
119.9.45.77,1
119.93.140.156,4
12.0.122.18,4
12.109.115.202,1
12.133.121.224,1
12.133.149.254,1
12.168.216.114,1
12.42.163.165,4
12.52.72.162,4
120.150.19.235,1
120.200.212.199,1
120.229.109.70,1
120.229.88.120,1
120.50.0.218,1
120.68.174.85,1
120.79.17.184,1
120.8.106.52,1
120.87.121.41,1
121.122.46.41,2
121.151.53.150,1
121.170.188.73,1
121.205.56.166,1
121.33.250.56,1
121.46.100.56,4
121.58.188.126,4
122.118.122.244,4
122.118.130.9,4
122.121.34.167,4
122.121.48.13,1
122.129.93.14,1
122.154.103.132,2
122.154.103.133,4
122.154.104.17,4
122.154.118.59,4
122.160.85.51,4
122.161.215.199,1
122.163.120.237,4
122.183.201.46,4
122.201.19.99,2
122.222.28.41,1
122.225.78.42,4
122.225.92.74,4
122.226.181.166,1
122.226.183.32,1
122.227.62.106,1
122.242.178.38,1
122.3.185.147,4
123.1.170.6,4
123.103.20.194,1
123.118.175.120,1
123.120.6.29,1
123.139.222.213,1
123.147.190.217,1
123.16.71.64,4
123.160.34.9,2
123.17.83.57,2
123.18.133.253,1
123.180.5.202,1
123.185.51.156,4
123.19.34.112,4
123.194.181.132,4
123.201.150.217,4
123.23.144.152,4
123.231.247.130,4
123.26.190.128,4
123.26.251.41,4
123.27.240.223,2
123.27.253.233,4
123.49.60.110,4
123.55.21.28,1
124.123.57.86,2
124.123.64.126,2
124.123.80.144,4
124.153.81.170,4
124.158.1.11,4
124.248.238.154,4
124.40.234.250,4
124.92.79.136,1
125.134.91.70,1
125.16.149.246,4
125.160.113.60,4
125.161.74.146,4
125.163.77.163,2
125.165.177.165,2
125.165.3.240,2
125.166.11.100,4
125.166.91.198,4
125.17.16.94,2
125.17.91.226,1
125.19.134.94,1
125.209.80.114,4
125.209.85.194,4
125.212.216.218,4
125.212.226.199,4
125.214.203.212,4
125.24.148.163,1
125.26.158.227,2
125.27.75.119,4
125.39.222.252,1
125.60.148.184,2
125.67.5.4,4
125.72.104.54,2
125.85.239.204,1
128.199.159.236,1
128.199.65.54,1
128.201.164.91,4
128.69.192.130,2
128.70.122.176,2
129.196.231.84,1
129.82.138.44,1
13.107.21.200,1
13.107.4.50,1
13.231.60.33,1
13.32.251.68,1
13.33.140.103,0
13.33.154.115,1
13.33.154.119,1
13.33.155.220,1
13.33.160.140,1
13.33.160.46,1
13.33.161.122,1
13.33.163.12,1
13.33.163.193,1
13.33.164.10,1
13.33.164.114,1
13.33.164.148,1
13.33.164.16,1
13.33.164.174,1
13.33.164.18,1
13.33.164.181,1
13.33.164.189,1
13.33.164.2,1
13.33.164.201,1
13.33.164.205,1
13.33.164.207,1
13.33.164.210,1
13.33.164.211,1
13.33.164.233,1
13.33.164.247,1
13.33.164.25,1
13.33.164.254,1
13.33.164.34,1
13.33.164.41,1
13.33.164.45,1
13.33.164.46,1
13.33.164.48,1
13.33.164.49,1
13.33.164.5,1
13.33.164.55,1
13.33.164.62,1
13.33.164.85,1
13.33.164.99,1
13.33.165.125,1
13.33.165.137,1
13.33.165.140,1
13.33.165.166,1
13.33.165.172,1
13.33.165.176,1
13.33.165.182,1
13.33.165.185,1
13.33.165.196,1
13.33.165.202,1
13.33.165.209,1
13.33.165.227,1
13.33.165.234,1
13.33.165.238,1
13.33.165.24,1
13.33.165.245,1
13.33.165.27,1
13.33.165.4,1
13.33.165.55,1
13.33.165.66,1
13.33.165.78,1
13.33.165.97,1
13.33.167.248,1
13.57.148.71,1
13.58.130.167,1
13.58.138.112,1
13.58.146.147,1
13.59.112.230,1
13.68.82.8,1
13.74.252.44,1
13.77.96.81,1
13.89.184.238,1
13.89.184.96,1
13.89.185.175,1
13.89.187.212,1
13.89.188.5,1
13.89.190.129,1
13.89.191.45,1
13.90.45.97,1
13.95.67.33,1
130.211.15.187,1
130.211.18.204,1
130.211.21.54,1
130.211.28.134,1
130.211.38.145,1
131.161.48.150,4
131.202.1.10,1
131.202.1.106,1
131.202.1.32,1
131.202.1.45,1
131.202.1.62,1
131.202.1.93,1
131.202.240.72,1
131.221.97.174,2
131.253.61.96,1
132.148.132.185,1
134.170.165.251,1
134.170.51.190,1
134.170.51.247,1
134.170.58.123,1
134.170.58.189,1
136.147.104.27,1
136.147.104.35,1
137.59.158.227,4
138.108.7.20,1
138.117.162.50,4
138.122.146.116,1
138.16.172.199,1
138.59.120.106,1
138.94.131.54,4
138.99.134.94,4
139.0.6.91,4
139.201.164.247,1
139.205.199.205,1
139.60.160.151,1
14.102.154.33,4
14.109.37.59,1
14.140.250.66,1
14.141.169.114,2
14.141.30.107,2
14.142.57.66,4
14.161.12.22,4
14.161.12.49,1
14.161.32.70,4
14.163.116.253,4
14.163.54.141,4
14.166.66.175,1
14.171.103.177,4
14.171.139.209,4
14.171.204.7,4
14.176.9.244,4
14.181.131.221,4
14.181.169.114,4
14.182.132.44,4
14.182.86.191,4
14.186.18.145,4
14.190.145.211,4
14.190.36.95,2
14.207.43.233,4
14.229.9.164,4
14.230.91.120,2
14.231.170.205,4
14.231.94.43,4
14.232.214.184,1
14.233.10.156,4
14.233.191.65,2
14.236.197.162,4
14.240.35.107,4
14.241.39.104,4
14.244.114.224,4
141.136.195.122,4
141.212.122.208,4
141.212.122.211,1
141.212.122.212,1
141.212.122.214,1
141.212.122.215,1
141.212.122.229,1
141.212.122.230,1
141.212.122.231,1
141.212.122.232,1
141.212.122.233,1
141.212.122.83,1
141.212.122.84,1
141.8.144.30,1
142.0.160.13,1
142.0.160.53,1
142.134.132.100,4
142.54.66.30,1
143.255.25.50,4
144.217.54.248,1
144.250.128.27,1
145.255.2.195,4
145.255.9.50,1
146.0.77.21,1
147.75.119.162,4
147.91.72.152,1
149.174.28.196,1
149.255.35.24,4
149.255.35.79,4
15.72.178.27,1
15.72.238.29,1
15.72.238.30,1
15.73.200.22,1
15.73.200.27,1
15.73.4.78,1
15.73.4.80,1
150.101.201.147,1
150.116.18.92,4
151.101.0.217,1
151.101.1.167,1
151.101.1.69,1
151.101.128.217,1
151.101.129.167,1
151.101.192.217,1
151.101.200.133,1
151.101.200.134,1
151.101.200.143,1
151.101.200.166,1
151.101.200.175,1
151.101.200.176,1
151.101.200.84,1
151.101.201.108,1
151.101.201.181,1
151.101.201.194,1
151.101.201.198,1
151.101.202.109,0
151.101.202.110,1
151.101.202.162,1
151.101.202.2,1
151.101.202.202,1
151.101.202.217,1
151.101.202.49,1
151.101.32.134,1
151.101.32.143,1
151.101.32.166,0
151.101.32.175,1
151.101.32.176,1
151.101.32.207,1
151.101.32.84,1
151.101.33.108,1
151.101.33.124,1
151.101.33.181,1
151.101.33.194,1
151.101.33.198,1
151.101.34.109,0
151.101.34.110,1
151.101.34.2,0
151.101.34.202,1
151.101.34.217,1
151.101.34.49,1
151.101.34.51,1
151.101.64.217,1
151.101.65.167,1
151.101.66.167,1
151.139.236.194,1
151.139.236.196,1
151.139.237.113,1
151.201.139.194,1
152.101.118.11,3
152.163.64.2,1
152.195.13.100,1
152.195.32.112,1
152.195.33.98,1
152.231.24.75,4
152.250.217.95,4
152.250.254.80,1
154.120.226.170,4
154.126.251.123,4
154.66.47.250,4
155.133.41.130,2
156.154.200.32,1
156.154.200.36,1
156.220.185.252,4
157.185.171.102,1
157.37.120.129,4
157.37.21.249,4
157.41.201.98,1
157.48.6.106,4
157.56.198.220,1
157.56.96.123,1
157.97.40.33,1
158.140.166.46,1
158.140.170.34,4
158.140.180.60,4
158.140.182.20,4
159.127.42.169,1
159.192.122.221,1
159.224.229.15,2
159.224.88.139,1
159.26.124.165,1
159.26.124.177,1
159.26.226.160,1
159.26.226.165,1
159.89.134.235,3
159.89.196.64,1
160.124.251.109,4
160.13.223.77,4
161.170.232.53,1
161.18.239.98,4
162.243.22.133,1
162.247.242.18,1
162.247.242.19,1
162.247.242.20,1
162.247.242.21,1
162.248.247.151,2
162.251.164.114,1
163.172.74.24,3
164.52.24.142,4
165.138.79.34,4
165.225.76.124,4
165.234.102.137,4
167.160.123.21,4
167.249.40.138,4
167.250.206.162,4
167.61.152.115,4
168.10.192.3,4
168.121.71.66,2
168.187.145.225,1
168.62.74.171,4
168.83.95.54,4
169.254.169.254,8
169.60.163.149,1
169.60.66.39,1
170.246.192.191,4
170.80.97.6,4
171.101.73.52,4
171.217.17.102,1
171.224.0.253,4
171.234.208.10,4
171.240.89.59,4
171.251.125.187,2
171.4.116.70,4
171.4.249.120,4
171.42.152.117,1
171.5.148.230,4
172.217.12.226,1
172.217.12.238,1
172.217.13.238,1
172.217.13.66,1
172.217.15.100,1
172.217.15.110,1
172.217.15.65,1
172.217.15.68,1
172.217.15.72,1
172.217.15.78,1
172.217.15.98,1
172.217.17.131,1
172.217.17.99,1
172.217.19.195,1
172.217.20.67,1
172.217.3.227,1
172.217.3.34,1
172.217.3.46,1
172.217.5.226,1
172.217.5.232,1
172.217.7.130,1
172.217.7.138,1
172.217.7.162,1
172.217.7.168,1
172.217.7.174,1
172.217.7.194,1
172.217.7.200,1
172.217.7.226,1
172.217.8.1,1
172.217.8.10,1
172.217.8.13,1
172.217.8.14,0
172.217.8.18,1
172.217.8.2,1
172.217.8.3,1
172.217.8.6,1
172.217.8.8,1
172.82.206.17,1
172.82.206.19,1
172.82.206.20,1
172.82.206.21,1
173.192.200.113,1
173.193.244.52,1
173.194.175.157,1
173.194.202.103,1
173.194.202.104,1
173.194.202.105,1
173.194.202.106,1
173.194.202.147,1
173.194.202.99,1
173.194.203.103,1
173.194.203.104,1
173.194.203.105,1
173.194.203.106,1
173.194.203.147,1
173.194.203.94,1
173.194.203.99,1
173.194.68.155,1
173.203.173.106,1
173.205.6.204,1
173.208.143.212,4
173.209.34.163,1
173.220.209.178,1
173.221.133.163,1
173.226.147.230,4
173.246.5.32,1
173.48.48.59,1
173.70.186.202,1
173.82.211.34,1
173.95.5.118,2
174.129.233.211,1
174.129.250.14,1
175.100.106.66,2
175.101.251.112,4
175.195.219.31,3
175.211.203.12,1
175.224.86.183,1
176.100.114.103,2
176.103.90.202,2
176.120.111.176,4
176.120.37.151,4
176.14.214.89,4
176.213.37.52,1
176.222.137.111,2
176.240.68.128,4
176.31.133.163,1
176.32.9.192,2
176.34.191.190,1
176.43.184.60,2
176.43.253.46,4
176.59.211.9,1
176.8.126.211,2
176.97.33.2,4
177.102.44.226,1
177.106.29.205,4
177.11.183.14,4
177.126.167.154,2
177.126.184.230,4
177.135.250.223,4
177.135.69.44,1
177.139.133.142,4
177.148.179.42,4
177.152.138.178,4
177.191.249.66,1
177.39.218.199,2
177.40.111.203,4
177.53.204.3,1
177.74.30.1,4
177.84.88.50,2
177.96.252.79,4
178.129.65.139,1
178.136.2.253,1
178.137.199.32,1
178.158.184.27,4
178.165.111.82,4
178.184.58.122,4
178.204.240.50,4
178.206.212.92,4
178.207.90.150,4
178.219.88.9,2
178.251.212.114,4
178.255.168.157,4
178.255.83.1,0
178.35.10.170,1
178.35.13.25,4
178.44.141.181,4
178.44.250.163,2
178.47.131.3,2
178.49.152.78,4
178.54.209.22,4
179.104.37.64,1
179.110.49.209,1
179.111.204.180,4
179.126.32.186,4
179.126.7.109,4
179.176.111.232,4
179.179.129.197,1
179.180.59.173,1
179.184.139.13,2
179.189.238.118,4
179.49.13.90,4
179.52.56.136,2
18.217.53.222,1
18.218.100.248,1
18.218.22.199,1
18.218.243.144,1
18.218.86.246,1
18.219.69.154,1
18.221.16.50,1
18.221.165.54,1
18.221.219.4,1
180.141.237.146,1
180.148.48.128,1
180.151.1.248,4
180.151.10.226,4
180.151.226.206,2
180.151.51.158,4
180.177.145.45,2
180.179.21.221,3
180.183.128.110,4
180.183.44.146,4
180.210.189.107,4
180.234.92.80,2
180.241.136.52,4
180.241.74.71,4
180.241.75.205,1
180.243.219.125,4
180.245.98.103,4
180.246.242.222,1
180.246.62.36,4
180.247.212.5,2
180.248.38.193,2
180.249.252.193,2
180.250.206.115,4
180.250.49.90,4
180.250.56.106,1
180.250.67.242,4
180.253.229.76,4
180.253.253.123,4
180.253.73.176,4
180.254.157.75,1
180.254.65.172,4
180.254.97.244,4
180.92.171.4,4
180.97.220.19,1
180.97.220.32,1
181.115.183.122,1
181.129.160.202,4
181.143.11.98,2
181.143.221.133,4
181.196.172.34,1
181.196.18.241,4
181.211.10.28,2
181.214.87.12,1
181.214.87.14,1
181.40.91.118,4
181.49.111.130,1
182.100.219.165,4
182.105.247.9,4
182.126.227.48,1
182.156.218.102,4
182.160.97.196,4
182.176.118.54,4
182.176.19.4,4
182.23.9.62,2
182.253.101.18,4
182.253.163.23,2
182.253.195.218,4
182.255.1.11,4
182.52.135.80,1
182.71.143.158,4
182.72.105.166,1
182.72.204.139,4
182.73.154.252,1
182.75.10.174,4
182.98.254.253,4
183.134.62.162,1
183.141.121.76,4
183.171.227.34,4
183.182.107.99,1
183.21.241.163,1
183.215.48.136,1
183.220.102.254,1
183.3.219.170,4
183.48.20.86,1
183.63.156.170,1
183.82.101.20,2
183.82.123.104,2
183.82.165.148,4
183.82.191.9,4
183.82.231.146,4
183.82.35.54,4
183.83.219.40,4
183.83.224.201,2
183.83.225.95,4
183.83.226.30,4
183.83.247.195,1
183.83.248.123,1
183.83.64.252,2
183.83.70.181,2
183.83.86.69,4
183.83.88.85,4
183.88.158.125,4
183.88.191.173,4
183.88.22.137,4
183.88.244.101,1
183.89.187.248,4
183.91.7.199,4
184.106.10.72,1
184.169.141.35,1
184.169.170.204,1
184.22.108.157,2
184.22.177.114,4
184.22.230.116,2
184.24.98.150,1
184.68.209.242,1
184.72.236.39,1
184.72.249.148,1
184.72.95.242,1
184.73.160.100,1
184.73.160.250,1
184.73.178.52,1
184.73.187.63,1
184.73.239.236,1
184.73.247.90,1
185.107.83.53,1
185.115.192.41,1
185.117.149.48,1
185.120.190.39,1
185.143.223.176,1
185.143.223.183,1
185.167.164.37,1
185.167.164.39,1
185.167.164.42,1
185.167.164.43,1
185.17.127.131,4
185.19.101.244,4
185.195.27.242,4
185.214.254.198,2
185.222.210.30,1
185.222.211.14,1
185.222.211.42,1
185.222.56.11,1
185.222.56.82,1
185.222.56.84,3
185.224.249.111,4
185.234.216.123,1
185.234.216.124,1
185.235.85.141,1
185.235.85.55,1
185.41.21.214,4
185.56.81.51,4
185.59.58.78,4
185.63.216.127,1
185.64.47.110,4
185.65.134.175,1
185.77.41.153,4
185.81.157.119,1
185.92.72.12,1
185.93.245.131,4
185.94.111.1,1
186.1.162.202,4
186.116.178.202,4
186.117.159.18,4
186.121.250.43,4
186.16.29.164,4
186.185.218.101,4
186.202.182.160,4
186.208.76.139,4
186.225.117.236,4
186.26.113.200,1
186.6.105.224,1
186.88.126.170,4
186.88.162.147,4
186.88.88.194,4
186.89.69.5,4
186.90.107.155,1
186.90.107.62,4
186.90.185.214,1
186.90.52.111,4
186.91.159.28,4
186.91.218.50,4
186.92.111.24,4
186.92.154.135,1
186.92.44.90,4
186.92.54.77,4
186.93.140.48,4
186.93.237.3,1
186.93.54.23,2
186.94.131.95,2
186.94.179.45,4
186.95.180.1,4
186.95.180.191,2
186.95.204.241,2
187.114.175.61,4
187.137.122.152,1
187.155.178.109,4
187.155.210.145,4
187.157.157.210,4
187.167.76.46,1
187.174.118.2,1
187.188.115.61,2
187.189.233.83,4
187.190.38.141,4
187.195.51.207,4
187.205.151.82,4
187.205.233.149,4
187.207.117.233,4
187.253.200.5,4
187.33.237.86,2
187.35.188.79,1
187.46.86.52,1
187.52.54.43,4
187.63.11.144,4
187.72.92.81,4
187.75.200.145,4
187.75.232.112,4
187.95.99.203,2
188.118.96.248,4
188.129.152.171,4
188.162.39.90,1
188.163.105.29,4
188.163.110.50,4
188.163.26.61,1
188.166.143.210,1
188.166.251.49,4
188.168.8.238,1
188.169.69.250,4
188.18.235.83,4
188.19.116.218,4
188.19.55.245,1
188.19.60.161,1
188.191.236.206,1
188.213.169.112,1
188.213.19.36,2
188.213.238.139,4
188.53.14.241,4
188.94.32.19,1
189.135.162.119,4
189.150.199.62,4
189.157.21.143,4
189.17.33.195,4
189.175.28.160,4
189.20.97.114,4
189.202.245.146,4
189.206.101.130,4
189.206.53.98,4
189.207.48.253,1
189.211.53.244,4
189.240.35.35,4
189.240.38.36,4
189.25.4.49,1
189.42.6.166,4
189.44.59.242,4
189.79.43.116,4
190.1.201.230,4
190.102.192.4,2
190.102.193.4,4
190.102.60.114,1
190.103.29.34,2
190.111.255.176,4
190.113.89.30,2
190.120.68.130,2
190.121.132.154,1
190.121.159.154,2
190.141.241.146,4
190.143.140.148,1
190.144.130.2,4
190.144.14.30,4
190.145.110.36,4
190.145.33.87,2
190.151.27.99,4
190.180.32.2,4
190.186.113.32,1
190.196.59.35,2
190.198.158.179,4
190.198.188.50,4
190.198.25.157,4
190.198.68.66,2
190.198.84.121,1
190.199.211.142,4
190.200.135.58,1
190.200.149.208,1
190.200.153.178,4
190.200.169.90,4
190.200.176.79,1
190.201.102.223,4
190.201.104.211,4
190.201.112.107,4
190.201.17.9,4
190.201.170.19,4
190.201.31.70,4
190.202.173.193,2
190.202.18.190,4
190.202.250.19,4
190.202.251.226,4
190.202.61.130,4
190.202.93.234,4
190.203.33.143,1
190.203.38.11,4
190.203.42.43,4
190.204.157.220,4
190.204.159.28,4
190.204.234.196,4
190.205.179.30,4
190.205.187.26,4
190.206.118.36,4
190.207.164.207,2
190.207.199.28,2
190.207.252.93,2
190.207.34.105,1
190.210.221.169,1
190.210.236.69,4
190.211.14.219,4
190.215.48.154,4
190.216.204.14,2
190.217.98.179,1
190.220.7.78,4
190.24.156.68,4
190.242.38.11,1
190.248.156.82,4
190.248.86.234,2
190.3.118.166,4
190.3.71.234,4
190.32.39.226,2
190.36.82.212,4
190.37.124.254,1
190.37.147.228,1
190.37.90.103,4
190.38.37.119,4
190.39.124.178,4
190.39.124.74,4
190.39.132.115,4
190.39.146.166,4
190.39.26.187,4
190.39.67.29,2
190.39.85.175,4
190.58.151.144,4
190.60.247.18,4
190.72.10.220,4
190.72.104.204,2
190.72.160.237,4
190.72.242.246,4
190.72.59.22,4
190.72.63.178,1
190.72.63.209,4
190.72.91.235,2
190.73.150.235,4
190.74.188.150,2
190.74.254.179,2
190.75.194.131,4
190.75.99.158,1
190.77.227.73,1
190.77.40.8,4
190.77.42.90,4
190.77.61.132,4
190.78.116.185,4
190.78.14.90,4
190.78.149.18,4
190.78.179.1,2
190.78.197.4,4
190.78.3.90,2
190.79.136.154,4
190.79.137.33,4
190.79.24.50,4
190.79.248.187,4
190.79.72.112,4
190.79.97.238,4
190.80.80.47,1
190.85.135.219,4
190.94.148.46,1
190.97.255.194,4
191.101.167.235,1
191.205.240.152,4
191.232.80.58,1
191.234.72.183,1
191.234.72.186,1
191.234.72.188,1
191.234.72.190,1
191.236.16.12,1
